hours_of_sleep_last_night,steps_walked_today,typing_speed_wpm,eye_openness_percent,meetings_attended,snooze_count,last_meal_type,current_weather,outfit_choice,browser_tabs_open,Coffee_Needed_Level
6.5,17523,18,29,2,1,2,1,3,2,0
6.7,9837,51,81,3,4,0,0,0,2,0
5.2,18749,47,30,8,0,2,0,3,2,1
5.0,4050,39,73,6,2,1,1,3,1,1
5.1,1352,73,67,9,3,0,0,0,1,1
6.8,13693,107,66,3,1,2,2,2,0,1
5.2,19345,32,34,2,5,0,0,3,1,0
6.6,4149,63,9,6,1,3,3,2,2,0
10.0,8747,49,3,0,5,2,0,3,2,0
7.7,8642,35,55,8,4,3,3,3,2,0
5.3,1370,112,96,7,2,1,1,3,2,1
8.4,2337,36,41,6,1,2,0,3,0,1
5.2,5942,67,69,0,3,0,2,0,1,1
1.9,4343,48,86,5,5,0,2,0,0,0
4.0,175,35,91,1,5,0,3,2,0,0
2.3,2942,11,73,9,1,0,0,3,0,0
5.3,19491,18,93,3,2,1,2,3,2,1
6.0,6755,98,66,8,0,3,3,3,1,1
9.4,18966,41,10,8,3,0,2,0,1,0
6.7,1372,30,74,1,1,1,3,3,2,1
5.6,7660,110,8,7,1,2,3,1,1,0
7.7,8414,117,21,6,2,3,3,0,0,0
1.6,12711,98,30,5,0,0,2,0,1,0
6.5,15999,93,40,9,4,0,3,1,2,0
7.5,12976,110,28,2,4,3,3,3,0,0
3.0,18014,99,80,9,5,3,1,0,0,0
8.3,5072,36,58,5,0,0,3,0,2,1
6.7,3204,77,63,7,4,3,2,1,2,0
5.2,4897,74,79,9,2,2,1,1,1,1
7.3,12440,76,46,6,1,1,0,1,2,2
10.0,5975,60,77,8,0,1,1,2,0,1
6.4,12455,52,84,0,1,2,2,2,1,1
6.5,9617,90,21,0,2,2,0,0,0,0
5.1,7518,104,19,8,1,0,0,0,2,0
4.3,4481,63,55,0,4,3,3,0,0,0
7.7,12053,42,24,8,0,0,3,1,1,0
4.3,1132,10,36,9,4,1,0,3,1,0
6.1,16522,103,73,5,1,0,2,2,1,1
5.0,1603,118,52,7,5,3,2,3,2,0
7.0,11643,22,32,0,5,2,1,3,0,0
6.7,8759,21,42,5,4,0,2,0,0,0
8.1,6255,72,49,0,0,3,0,2,1,1
5.0,3068,119,63,1,1,2,1,1,0,1
5.5,2799,12,46,0,1,2,0,3,2,1
4.0,12399,85,93,8,3,2,2,1,0,1
5.1,2614,82,72,4,1,3,3,3,2,1
6.8,6669,109,2,8,3,1,2,0,2,0
7.5,2014,43,79,9,4,3,1,1,1,0
4.2,7673,98,1,8,2,3,2,0,2,0
7.7,446,43,68,4,2,1,0,3,0,1
8.7,19982,70,92,3,4,2,0,3,1,0
6.8,2688,99,38,5,1,1,2,0,0,1
9.8,17095,100,76,9,3,2,0,1,2,2
4.5,884,59,29,6,0,2,1,3,2,0
3.5,10735,21,89,7,5,0,3,0,0,0
2.4,3810,46,63,4,3,3,2,1,1,0
9.0,8908,103,54,2,1,2,1,1,2,1
7.3,6223,85,26,3,5,0,1,0,1,0
5.9,18617,40,15,6,2,0,2,1,0,0
6.6,988,37,43,1,2,2,0,3,0,1
3.7,15993,67,58,2,2,0,1,0,1,0
10.0,7600,64,91,4,2,3,2,2,2,1
6.3,18897,84,35,7,1,1,2,2,2,1
6.2,18159,58,67,7,5,0,1,2,0,0
7.5,1418,11,26,7,5,2,1,1,0,0
7.0,16262,108,13,0,1,0,0,3,1,0
6.4,6731,82,90,1,4,2,0,0,2,0
4.4,11535,30,26,9,0,3,1,3,2,0
6.9,14941,68,38,5,0,3,3,0,2,1
9.8,864,62,72,0,5,0,1,0,0,0
8.7,17595,113,20,7,1,1,0,2,1,0
9.2,5409,79,37,1,2,3,3,3,1,1
5.0,13071,73,14,3,2,0,3,1,2,0
4.0,7346,17,63,5,4,0,1,1,2,0
5.7,3948,114,49,1,1,2,3,2,2,1
6.1,3039,15,21,5,4,3,3,2,1,0
8.2,18915,109,15,1,4,2,2,1,0,0
2.6,17773,26,8,6,4,3,2,1,1,0
9.1,14700,95,19,6,1,3,2,2,0,0
5.7,19357,24,94,9,5,2,2,3,1,0
5.1,11261,62,47,1,5,2,2,3,2,0
4.0,7630,31,63,0,3,0,3,2,0,1
2.7,16474,30,9,6,1,2,0,2,2,0
7.6,2965,57,83,2,3,3,0,1,1,1
6.1,5911,58,89,6,2,2,1,0,2,1
3.4,10445,76,90,3,2,0,1,3,0,0
3.4,400,93,87,4,1,1,3,2,2,0
5.3,3510,45,76,3,5,3,0,3,1,0
9.3,16699,104,25,3,3,3,2,0,2,0
5.5,7148,39,93,1,0,0,2,0,1,1
3.0,9650,18,58,2,0,3,1,1,1,0
5.5,9230,11,9,1,1,3,3,0,1,0
5.5,15117,117,80,7,3,1,2,3,0,1
0.6,3210,61,84,7,3,1,3,2,0,0
5.9,2866,43,34,5,2,3,3,0,2,1
5.5,13016,103,47,3,1,0,3,1,2,1
7.4,15860,70,49,6,0,3,0,1,2,1
9.7,910,111,50,6,0,1,0,1,2,1
8.3,17227,45,21,8,1,1,3,0,2,0
5.5,5706,111,0,3,1,1,3,3,1,0
3.8,14922,113,35,2,0,0,3,3,0,0
10.0,18802,10,68,9,2,0,2,2,1,1
6.1,2624,37,63,2,4,1,1,3,1,0
6.0,15002,105,6,4,2,1,2,0,0,0
6.0,14763,111,99,6,2,0,2,3,2,1
6.4,9339,49,88,0,0,0,1,2,2,1
5.7,11827,89,49,0,4,3,0,1,0,0
4.9,6200,20,14,7,1,0,2,1,1,0
4.9,1034,72,55,2,5,0,3,2,2,0
5.9,4681,77,85,5,0,1,2,3,2,1
4.9,6692,45,3,9,5,3,0,3,2,0
4.6,17351,19,60,6,4,2,2,2,0,0
6.2,2703,59,97,4,1,3,3,0,1,1
5.5,13892,31,51,8,4,3,1,0,0,0
9.0,3903,102,100,0,3,3,3,2,0,1
0.7,11212,105,7,4,3,0,1,3,2,0
8.2,2188,10,31,8,5,0,1,1,2,0
8.5,8452,61,77,7,4,0,1,0,2,0
1.9,9184,21,21,5,3,0,3,1,2,0
5.3,19215,85,3,0,0,3,1,2,2,0
5.3,15090,65,71,1,5,3,2,1,2,0
3.2,4069,97,31,4,3,0,1,1,0,0
4.4,18203,102,83,7,0,3,3,3,1,1
3.8,12495,54,8,2,4,1,3,2,0,0
9.5,19828,102,8,9,2,1,0,0,0,0
7.9,13279,44,7,7,1,3,1,1,2,0
8.5,15620,21,71,3,1,1,2,0,0,1
7.4,12748,56,61,3,2,0,3,0,1,1
3.7,15381,47,22,5,5,3,0,1,0,0
5.0,11623,109,97,8,3,3,3,2,1,1
7.0,5724,76,86,0,1,3,2,2,0,1
3.6,18045,25,51,0,5,1,2,2,0,0
7.4,14073,112,12,2,4,2,3,2,2,0
5.5,18416,10,39,2,0,0,3,1,2,1
5.3,1896,68,94,2,0,3,2,0,0,1
7.4,15493,15,60,4,0,0,2,2,1,1
6.9,8832,76,25,4,0,3,2,2,0,0
5.3,3943,45,97,2,5,2,2,3,0,0
8.3,9153,64,88,8,1,1,2,3,1,1
3.8,7656,68,69,4,5,3,1,0,2,0
7.2,6072,85,0,2,1,0,1,2,2,0
7.2,6499,49,30,3,1,0,1,0,2,1
5.4,13604,49,71,0,4,2,2,2,1,0
6.7,1020,118,23,0,1,3,3,3,2,0
3.5,13799,15,68,6,5,0,0,1,0,0
7.8,15667,81,6,3,5,2,3,1,1,0
5.6,5640,45,29,6,0,0,2,0,1,0
5.0,7714,40,53,1,2,3,0,2,1,1
8.1,17256,58,76,6,4,1,0,1,2,0
4.6,7463,103,8,5,2,3,3,3,0,0
3.2,2055,68,89,2,4,2,3,3,0,0
2.9,7310,79,75,6,4,0,1,0,1,0
7.2,7537,100,23,3,2,0,3,3,0,0
3.4,7254,94,82,2,2,3,0,3,2,0
9.5,11504,48,78,3,1,3,1,0,0,1
1.8,9330,74,26,3,5,3,0,2,1,0
9.4,9572,98,1,3,2,1,3,3,2,0
6.4,9227,98,84,8,0,0,1,3,2,1
5.8,7351,32,65,4,2,3,3,3,0,1
4.9,17335,119,79,5,3,0,2,1,0,1
6.8,9177,29,9,6,2,0,0,2,1,0
5.9,2105,89,18,6,2,0,2,1,1,0
8.2,6027,40,51,0,4,2,2,0,1,0
6.2,9469,33,9,1,5,0,2,0,1,0
6.3,2509,42,63,5,1,2,0,0,0,1
5.3,12864,17,64,3,5,0,0,3,0,0
5.9,12634,55,55,9,4,1,2,0,0,0
6.6,6049,115,19,5,4,2,0,1,1,0
2.6,19655,109,36,0,0,2,2,0,0,0
3.3,3529,26,60,5,2,3,3,1,1,0
7.5,19646,54,46,1,0,2,3,3,1,1
6.3,19264,82,70,2,1,3,0,2,0,1
5.6,3677,32,97,8,4,1,0,1,1,0
6.0,88,21,3,6,4,0,2,3,1,0
6.7,13853,61,47,7,2,1,3,3,2,1
4.9,11353,73,22,2,0,0,2,3,1,0
4.4,8255,22,73,6,4,2,3,0,0,0
6.4,13585,26,68,0,3,1,0,0,2,1
4.0,14473,96,93,4,5,2,1,1,1,0
6.8,8966,69,27,3,1,1,2,1,2,0
2.6,19017,56,59,3,1,0,0,1,1,0
8.1,643,36,4,5,3,2,1,0,1,0
6.9,18185,72,81,6,2,1,3,3,2,1
6.5,16153,101,42,1,0,3,2,1,0,1
8.0,6888,24,54,4,2,3,3,2,2,1
9.3,14810,70,38,4,5,3,2,3,1,0
8.0,16764,110,83,3,5,3,3,2,2,0
2.3,16095,38,58,2,1,2,3,1,2,0
3.4,18373,39,97,6,2,0,2,3,0,0
4.8,13734,56,38,8,3,3,2,2,2,1
6.1,10162,51,57,3,1,2,3,3,1,1
7.0,8598,31,47,8,4,1,1,2,0,0
4.5,10974,56,89,2,1,0,2,3,1,1
6.4,5943,70,92,1,1,2,3,1,2,1
4.5,15012,47,19,0,0,3,1,3,0,0
4.8,5252,53,29,0,2,3,3,0,1,0
3.2,6789,66,27,5,5,0,0,2,0,0
4.2,4337,45,75,6,3,2,3,2,1,1
3.3,715,58,55,3,5,1,1,1,1,0
4.0,10400,88,14,7,4,1,3,1,1,0
8.1,19103,111,16,8,5,0,1,0,2,0
4.1,1571,79,91,9,4,0,3,3,2,0
10.0,5653,79,96,3,5,0,3,2,2,0
7.0,5597,15,7,0,0,1,0,1,1,0
6.4,448,69,63,2,3,0,0,0,1,1
4.3,11915,52,19,7,0,2,0,3,0,0
7.4,10165,99,20,1,1,2,2,2,0,0
4.8,13829,44,29,7,1,0,2,3,0,0
6.2,3323,48,12,1,1,3,2,1,1,0
10.0,9751,77,39,0,1,0,1,3,1,1
5.8,14246,25,81,8,1,2,2,0,0,1
8.3,17303,31,12,3,4,1,1,3,0,0
4.6,14671,91,63,8,5,3,2,1,0,0
5.9,12683,68,22,9,2,2,3,1,2,0
9.5,7272,54,70,7,3,3,1,2,1,1
4.7,3922,14,41,1,3,1,3,0,0,1
9.6,18962,82,56,4,0,0,1,1,0,2
7.4,11190,20,26,1,0,3,1,2,1,0
4.9,1283,45,43,6,1,2,0,1,1,1
7.3,15181,80,46,5,0,3,2,3,1,2
7.9,10835,64,94,1,1,1,3,2,1,1
7.2,11583,51,4,8,4,1,2,2,0,0
2.9,9860,54,60,1,0,3,0,3,0,0
4.5,15782,68,15,9,4,1,1,2,1,0
5.5,381,42,38,1,2,1,0,0,1,1
5.9,2777,85,23,4,1,0,0,3,0,0
7.2,8472,80,37,4,3,2,1,1,0,1
6.4,15431,42,77,9,5,3,0,0,0,0
3.3,12576,22,30,9,0,2,0,3,0,0
6.8,4775,94,32,0,4,0,1,0,0,0
7.2,9248,83,32,8,2,3,0,3,1,1
7.1,17432,64,69,1,1,2,1,1,2,1
8.2,11237,52,36,8,1,2,2,0,2,1
7.7,12336,92,10,2,4,1,2,2,1,0
6.9,4800,27,20,9,4,1,3,2,2,0
5.9,19237,81,91,4,3,1,2,2,1,1
2.7,4134,117,76,8,2,2,2,0,0,0
6.9,2119,86,74,9,5,2,0,3,0,0
6.4,14640,114,85,7,0,0,3,2,0,1
6.5,15133,88,25,0,3,2,0,0,0,0
3.4,7891,24,69,9,0,1,0,1,2,0
3.8,17500,63,68,6,1,2,0,3,2,0
8.1,833,20,81,8,3,2,0,3,2,1
5.9,3790,91,26,0,1,2,3,0,1,0
7.4,2525,15,82,1,5,0,3,1,1,0
6.1,2160,96,38,9,5,0,3,3,2,0
6.1,5563,69,93,4,4,3,3,0,0,0
7.9,5545,83,0,9,4,0,0,1,1,0
5.0,19461,86,96,0,5,2,2,0,1,0
6.2,11859,102,100,8,0,2,3,0,1,1
5.1,13635,42,81,5,0,3,3,1,2,1
5.1,9818,98,44,3,5,3,0,2,0,0
5.4,17961,79,78,2,3,1,3,3,1,1
6.4,12548,113,94,8,2,0,0,1,0,1
5.0,6292,66,18,0,3,2,2,2,0,0
8.5,2210,10,81,7,3,0,2,2,1,1
4.2,17270,78,100,1,4,0,0,3,0,0
5.6,14050,115,85,2,2,3,2,3,0,1
5.1,3423,119,93,2,3,1,3,0,0,1
8.9,8045,110,37,4,2,0,1,1,1,1
6.4,1305,35,77,0,0,2,0,0,2,1
8.1,442,57,92,5,1,1,1,0,1,1
3.0,19076,50,53,5,4,1,1,3,0,0
6.5,10393,38,100,6,2,1,2,2,0,1
7.8,4643,71,2,7,4,0,0,3,2,0
6.2,6662,52,43,7,1,1,2,2,2,1
8.1,4327,57,77,7,0,2,1,2,1,1
5.0,14938,86,8,7,2,3,1,2,0,0
8.8,18837,67,51,1,5,2,3,2,2,0
10.0,8967,97,54,7,0,3,2,3,0,1
5.3,8857,73,22,7,3,0,0,0,1,0
5.1,1322,100,20,9,1,0,2,1,0,0
8.9,14995,103,26,7,2,2,3,2,2,0
9.2,7495,20,82,2,3,2,1,3,0,1
5.0,1910,59,43,3,2,3,0,1,2,1
5.2,19314,86,62,2,3,1,1,0,1,1
5.4,3585,74,26,1,4,2,2,1,2,0
3.3,2542,75,57,0,3,3,1,1,0,0
4.2,11970,59,3,9,1,3,2,1,2,0
4.0,1320,59,84,0,4,1,0,1,2,0
4.5,11058,66,56,2,1,0,0,3,0,1
5.9,6163,47,7,6,0,2,0,0,1,0
6.5,13976,32,17,0,5,2,3,0,0,0
9.1,2726,64,46,6,4,2,3,0,1,0
4.0,11085,95,39,6,5,1,2,1,1,0
8.0,18310,70,41,2,4,3,2,1,1,0
5.6,13604,60,92,1,4,1,3,1,1,0
5.9,13429,21,67,0,2,3,1,3,0,1
7.3,53,80,91,2,2,3,2,1,2,1
3.8,14931,32,37,9,0,1,3,3,2,0
6.8,18989,48,69,2,4,3,0,0,1,0
6.3,11615,72,30,6,4,0,1,1,2,0
7.0,14617,80,3,7,2,2,2,2,1,0
6.6,15205,17,13,0,0,1,3,2,0,0
10.0,19103,102,89,1,2,2,1,0,0,2
4.7,17161,34,7,0,1,3,2,1,2,0
4.9,13179,30,0,2,3,0,0,3,1,0
4.8,9,71,99,3,4,1,3,1,1,0
4.9,6968,77,91,6,2,2,3,3,1,1
4.7,12563,87,67,9,4,3,0,1,1,0
8.4,9623,28,68,9,0,2,2,0,0,1
8.8,6489,63,52,7,0,2,0,1,0,1
4.9,14266,15,61,9,1,3,3,3,0,1
4.3,989,107,88,5,3,3,0,3,1,1
6.9,2709,112,73,6,0,1,0,2,1,1
4.9,2092,77,80,1,5,2,3,3,1,0
7.3,17629,42,43,1,0,1,0,0,1,1
6.4,9979,77,53,9,4,3,0,3,2,0
3.0,13784,77,25,8,4,0,1,3,2,0
9.1,14737,89,99,2,1,0,3,1,2,2
9.6,8163,88,63,6,2,0,3,1,1,1
4.8,16520,45,63,1,3,0,3,2,2,1
5.2,17,13,40,0,4,0,1,1,0,0
6.6,13462,72,6,1,5,2,3,0,2,0
6.7,9355,16,38,4,2,0,1,2,0,1
7.3,4170,112,72,5,5,0,2,3,2,0
10.0,768,92,5,9,0,2,0,1,2,0
5.6,5312,15,98,9,1,0,1,1,0,1
4.4,19716,44,30,1,3,0,0,1,1,1
3.2,9670,99,24,0,2,2,2,1,1,0
4.5,11319,69,94,7,2,1,0,3,1,1
5.9,2257,26,17,5,2,3,3,2,2,0
9.6,6382,16,26,5,1,1,2,1,0,0
5.0,9532,110,64,7,2,2,0,1,1,1
6.4,9603,45,29,1,1,2,2,2,0,0
6.0,14045,49,4,8,2,3,0,2,2,0
8.4,17192,68,25,6,3,0,2,3,0,0
10.0,19204,89,86,3,0,1,1,1,0,2
4.9,9640,119,43,3,3,2,0,0,0,1
5.0,19824,96,25,9,5,3,1,1,1,0
8.1,11972,28,17,9,0,1,2,0,2,0
7.4,4264,36,92,4,1,2,0,1,2,1
9.7,9444,115,50,5,4,2,1,2,2,0
7.2,6683,16,99,8,1,3,1,1,0,1
5.3,8592,80,73,2,2,3,1,1,1,1
7.2,3599,35,96,5,5,2,0,1,1,0
8.2,5328,32,88,6,0,3,0,0,1,1
7.6,13166,43,61,2,1,1,0,1,1,1
7.0,11833,60,80,6,3,3,0,2,0,1
8.1,6060,71,41,1,3,1,1,3,2,1
8.3,12150,12,26,2,4,3,3,2,0,0
8.8,19490,52,38,5,4,3,3,1,2,0
7.3,9892,92,32,7,0,1,2,0,0,1
5.7,8751,80,22,5,3,0,1,0,1,0
6.3,2993,36,20,3,0,3,1,2,0,0
8.4,12413,22,92,5,1,0,0,1,1,1
4.4,13857,64,51,2,4,2,2,3,1,0
6.7,2045,45,34,6,4,3,1,2,2,0
5.2,8346,23,67,2,3,0,3,1,1,1
6.1,1655,31,18,7,2,2,0,2,2,0
8.6,18135,26,49,5,1,1,1,1,2,1
6.4,6548,96,15,9,5,1,1,1,0,0
6.1,2884,74,88,3,0,1,2,3,0,1
3.3,1489,112,23,1,2,3,2,2,0,0
7.5,1518,117,85,8,0,0,2,1,2,1
7.3,5822,100,84,6,0,2,0,3,1,1
10.0,8364,22,81,8,4,1,3,1,0,0
5.4,12266,87,1,0,5,2,2,1,0,0
6.4,6417,41,26,9,5,0,2,0,1,0
6.5,11736,47,10,7,2,0,1,2,1,0
9.2,15903,34,15,4,1,3,3,3,0,0
5.8,1344,63,24,3,3,2,1,0,0,0
6.6,15981,32,18,0,0,1,0,2,0,0
7.2,12809,16,1,3,4,1,2,0,2,0
6.4,16125,84,83,6,5,0,3,1,0,0
5.1,12255,11,57,1,3,0,3,3,1,1
6.4,4563,119,89,2,0,2,0,0,2,1
8.1,17883,98,46,3,5,1,0,3,2,0
3.9,17718,31,62,4,3,2,3,3,1,0
6.3,2447,66,71,3,1,1,1,3,1,1
4.6,12413,81,42,3,2,3,3,3,1,1
8.4,7990,102,42,0,5,3,2,3,2,0
3.0,13146,69,64,7,2,3,2,0,2,0
4.9,14105,38,64,2,1,0,3,1,2,1
6.8,10073,20,76,2,3,0,3,3,1,1
9.1,2009,98,18,6,3,1,2,0,1,0
5.9,14437,47,54,6,1,2,1,2,2,1
4.9,9411,98,64,2,0,1,2,0,1,1
9.8,17507,112,46,0,4,3,0,2,2,0
3.1,19379,26,41,3,3,3,2,1,2,0
1.6,888,39,81,6,4,1,1,2,1,0
6.9,12966,77,91,6,3,1,3,0,0,1
5.0,19357,60,30,8,1,2,0,3,2,1
4.0,19164,45,70,4,4,2,1,1,2,0
7.4,3821,41,18,2,5,1,3,0,1,0
6.5,2730,74,64,5,3,3,0,1,0,1
4.9,9412,72,22,5,4,0,0,2,1,0
3.4,14944,96,6,5,1,3,0,1,0,0
7.7,14331,61,32,1,0,2,0,3,2,1
7.3,7266,101,25,6,0,0,1,0,2,0
5.8,11630,59,25,0,5,0,3,3,1,0
9.7,3481,23,55,0,5,1,2,3,1,0
3.9,9249,29,37,3,4,3,1,0,0,0
2.9,18405,30,14,4,4,1,3,0,2,0
4.6,13018,78,15,2,5,1,2,3,1,0
5.9,14773,34,67,4,5,3,2,2,0,0
6.5,8229,101,65,1,2,1,2,1,1,1
5.5,14984,43,48,9,0,2,0,1,1,1
6.7,10297,116,54,4,0,3,1,2,0,1
3.5,14160,89,18,8,5,1,0,3,0,0
8.9,10872,66,20,9,2,0,0,0,2,0
5.8,19942,60,31,2,2,1,1,3,0,1
8.2,13589,71,90,4,0,1,2,2,0,2
6.7,2957,16,62,3,3,0,1,3,2,1
6.9,10955,75,55,6,2,2,3,2,2,1
7.1,18128,62,5,9,3,3,2,2,2,0
6.9,16921,10,84,2,5,3,2,0,0,0
7.3,14425,60,58,9,4,1,0,2,2,0
8.7,9366,94,19,7,0,3,3,2,0,0
6.4,9166,31,2,0,2,0,3,0,2,0
7.4,13581,79,76,5,1,0,0,2,0,2
5.8,6506,40,0,8,3,1,1,1,0,0
8.9,770,15,8,1,1,3,3,0,0,0
4.6,364,42,35,6,1,1,0,3,1,1
9.6,3752,12,41,5,5,3,2,3,0,0
5.9,10549,76,62,9,0,3,1,2,1,1
3.1,12804,10,43,6,4,0,3,1,0,0
6.3,10625,79,38,7,5,3,0,0,0,0
4.6,5770,35,55,9,0,1,2,0,2,1
7.7,10775,85,10,8,1,3,2,1,1,0
4.7,8926,91,59,0,5,1,0,3,2,0
5.1,11300,40,12,3,0,3,1,1,2,0
2.2,2053,58,39,0,1,3,2,1,0,0
5.1,9447,49,77,8,3,0,0,1,1,1
1.2,11477,74,42,7,0,0,0,0,0,0
2.8,8698,111,97,5,4,3,2,2,2,0
7.5,6858,99,40,1,2,3,3,3,2,1
7.6,19812,112,85,2,2,0,1,1,2,2
6.9,19143,51,26,3,0,0,3,1,1,0
4.1,9574,38,22,4,2,3,3,0,0,0
5.9,12666,74,91,2,3,0,3,3,0,1
6.0,19414,87,15,3,4,1,0,0,0,0
3.7,8511,25,41,1,2,2,0,3,1,0
9.0,17862,23,49,6,4,0,1,1,2,0
7.8,15589,103,38,7,1,2,1,2,0,2
5.6,7021,115,79,1,2,2,2,1,0,1
6.1,1240,44,43,2,3,0,2,1,0,1
6.4,6044,102,78,4,5,0,0,1,2,0
1.9,13490,22,29,7,2,1,0,2,0,0
5.5,3305,84,38,5,1,0,1,1,2,1
4.6,5498,82,46,5,1,3,1,2,0,1
4.0,1723,112,23,2,0,1,2,3,1,0
5.4,17998,62,0,2,1,0,1,3,0,0
9.6,893,87,22,5,1,2,0,3,1,0
7.3,1599,63,39,9,1,3,2,3,1,1
4.9,6334,112,25,2,0,0,1,2,0,0
7.1,18740,49,13,0,1,2,2,3,1,0
8.8,504,54,33,2,3,0,3,2,1,1
7.8,10410,72,47,3,4,0,0,0,0,0
6.1,13710,12,34,4,3,3,3,3,0,1
4.7,15522,95,59,9,3,2,0,2,1,1
7.4,4297,84,97,0,1,1,0,0,0,1
6.8,10573,68,45,5,1,2,0,1,0,1
7.8,13020,32,49,2,2,3,2,3,1,1
7.3,8850,72,48,6,1,1,3,3,1,1
8.1,11071,116,76,2,5,2,2,0,2,0
4.9,11486,48,43,1,2,2,2,2,2,1
8.6,219,31,90,5,3,2,0,1,1,1
6.4,7499,69,68,9,0,3,3,3,0,1
10.0,873,117,52,0,1,0,3,3,1,1
4.6,6891,16,85,2,1,3,0,3,2,1
9.5,1663,31,40,4,1,2,1,1,0,1
6.4,1588,67,55,9,5,2,0,1,2,0
4.7,10941,47,84,7,0,1,2,1,1,1
5.0,2653,37,70,1,2,3,1,3,0,1
5.4,10887,45,100,2,4,3,2,0,0,0
6.8,14494,87,12,5,5,2,3,0,2,0
7.0,16897,102,29,6,5,1,3,3,0,0
4.9,15624,63,57,2,5,2,2,1,2,0
6.0,14465,91,56,0,2,0,3,1,2,1
10.0,2201,40,57,9,5,0,3,1,2,0
9.5,17621,57,4,6,5,1,1,0,2,0
6.9,17548,98,50,8,0,1,1,0,0,1
6.1,10932,39,36,4,4,2,0,3,0,0
6.2,6353,60,37,9,2,2,1,3,0,1
7.2,635,57,75,5,4,0,1,3,0,0
4.0,13511,32,97,2,3,2,1,3,2,1
5.5,8492,79,48,2,2,3,3,2,2,1
2.7,6645,62,50,0,1,2,1,3,2,0
6.8,1065,114,89,6,3,1,2,2,1,1
7.3,7468,57,8,7,2,3,1,1,0,0
5.0,5875,40,86,5,2,0,0,1,0,1
9.1,10240,97,36,5,1,1,3,0,1,2
3.5,15288,63,76,5,3,2,1,2,1,0
3.1,18950,42,29,9,2,3,3,0,0,0
6.4,1729,40,58,8,0,0,2,0,1,1
8.1,1286,61,13,8,1,3,3,1,1,0
9.4,8708,100,10,0,5,2,1,3,2,0
5.1,1018,59,73,9,2,0,1,0,1,1
8.2,12799,80,26,6,2,3,0,0,0,0
5.9,8767,119,99,3,2,0,0,2,1,1
5.7,9266,19,61,6,1,1,0,1,1,1
7.8,11251,14,93,6,3,3,0,3,0,1
7.3,7854,39,52,1,4,2,0,0,1,0
2.8,4391,57,62,1,3,2,3,1,0,0
9.0,15431,30,93,5,1,0,0,3,1,1
8.8,16117,38,69,1,4,2,1,1,2,0
4.7,17746,34,99,9,0,3,1,2,2,1
6.8,16859,102,66,0,1,3,1,3,2,1
7.0,504,77,27,3,1,1,1,3,0,0
6.5,11424,60,69,0,1,1,0,1,0,1
4.9,262,56,59,6,2,2,1,1,1,1
4.7,15773,101,63,9,4,1,2,3,0,0
5.9,785,39,92,1,3,0,0,0,1,1
8.3,16139,62,48,1,1,0,1,0,0,1
7.1,13808,71,26,2,3,2,3,1,0,0
5.3,18125,68,39,7,0,3,0,3,0,1
7.5,18688,56,48,0,4,0,0,2,2,0
0.3,12622,104,57,8,1,1,0,3,1,0
8.3,7459,23,44,7,2,3,0,1,1,1
2.5,2381,20,36,2,4,3,1,0,1,0
5.3,13194,12,88,1,0,0,2,2,0,1
3.8,948,54,38,1,3,2,1,1,2,0
3.4,13071,31,90,8,3,0,3,1,0,0
8.3,822,113,43,9,2,1,0,0,0,1
5.1,16385,24,20,4,5,0,1,3,1,0
6.7,8451,107,88,3,0,1,2,3,1,1
5.9,2340,74,12,6,2,3,1,1,0,0
7.0,19575,45,20,7,1,0,3,1,2,0
6.2,19656,73,24,6,3,1,3,3,2,0
3.4,18109,98,30,8,3,3,3,1,0,0
8.0,5997,45,71,4,4,0,0,0,0,0
5.0,10917,13,73,8,0,1,2,2,0,1
2.9,5683,110,73,8,4,0,1,3,2,0
5.1,18278,91,58,0,4,3,1,0,0,0
9.0,8221,75,8,9,0,1,2,3,0,0
7.7,3966,91,33,5,5,1,0,1,2,0
5.3,7257,48,49,3,4,1,0,1,1,0
5.3,17578,21,67,6,0,1,1,2,2,1
5.4,2589,117,17,0,1,2,0,3,1,0
10.0,9936,56,28,9,0,0,2,3,1,0
6.8,3819,16,14,8,2,0,1,2,2,0
6.9,1560,41,36,6,2,2,0,1,2,1
8.1,12895,89,85,3,3,2,2,2,1,2
6.5,11511,114,62,3,2,0,2,0,0,1
5.5,14579,35,58,6,3,3,0,3,0,1
5.6,17483,98,6,8,5,0,0,0,2,0
5.9,3438,91,98,6,0,1,2,0,2,1
5.9,16574,29,54,6,2,2,3,3,1,1
7.5,13863,80,45,5,0,0,2,0,2,2
6.1,5427,55,1,3,4,3,3,0,2,0
7.5,10082,39,27,8,3,1,2,3,1,0
5.8,13228,45,45,4,4,0,0,1,2,0
6.2,14021,31,31,0,1,1,3,2,1,1
2.0,17469,109,23,8,5,2,3,1,1,0
7.8,5065,93,93,6,5,1,0,3,0,0
6.7,13107,32,100,5,5,1,2,1,0,0
8.0,19622,82,83,5,2,3,1,0,1,2
0.2,1899,24,99,6,5,0,2,0,1,0
10.0,19333,53,69,7,5,0,3,1,0,0
5.7,15572,96,12,0,4,2,1,0,0,0
8.2,17353,89,86,5,2,3,1,0,1,2
3.9,9209,15,83,1,2,1,2,2,1,0
7.2,18021,74,4,7,5,0,1,3,0,0
3.9,19659,78,19,6,4,0,0,1,1,0
4.8,4079,87,3,5,1,1,2,1,2,0
9.8,14875,87,49,9,5,1,2,2,0,0
