current_time,fridge_item_count,last_meal_hour,stress_level,snack_type_preference,screen_time_today,snack_choice
2.08,15,4.1,3,1,14.9,1
2.55,3,3.4,0,3,7.1,2
1.57,4,4.4,3,1,13.4,1
0.82,4,4.6,1,1,9,1
0.47,8,5.9,2,2,12.5,1
0.09,4,2.2,2,2,2.6,1
3.57,1,5,3,2,13.3,1
2.98,6,5.1,2,2,9.4,1
3.78,14,3.6,1,3,7,1
22.74,7,7.8,0,1,13.9,1
2.38,2,6.2,2,0,7.8,2
3.62,10,6,2,2,10.1,1
23.09,9,7.1,0,1,4.6,1
22.4,3,3.4,1,1,13.8,1
2.44,11,2.5,3,1,4.1,2
1.44,12,4.1,1,0,5.2,1
3.04,6,5.2,1,3,12.9,1
22.84,18,4.9,2,3,6.3,2
2.76,15,2.5,2,0,2.8,2
23.21,9,2.9,1,2,10.1,1
22.98,6,7.5,1,3,2.2,1
22.98,2,1.6,0,1,13.2,2
2.88,1,4.5,2,2,14.8,2
1.98,0,4.3,3,3,2.1,1
1.13,15,3.7,1,3,10.2,1
0.15,12,6.5,0,0,7.2,1
3.25,2,7.5,3,0,12.7,2
0.35,13,8,3,1,12.6,1
2.89,17,1.9,2,2,4.7,1
0.63,10,1.3,3,3,8.2,1
0.26,18,2.9,2,3,13.4,1
0.77,2,5.8,1,2,9.9,1
23.81,19,3.8,0,0,13.8,1
2.48,1,4.3,0,2,5.3,1
1.01,5,8,1,2,9,1
23.39,3,4.4,2,2,4.2,2
3.39,12,7.4,0,0,11,1
0.3,7,3.9,1,1,13.5,1
1.26,14,4.1,2,0,10.7,1
3.43,0,6.4,1,0,1.8,2
1.74,15,7.3,1,2,6.5,1
22.7,19,6.7,0,1,9.9,1
3.63,4,4.3,0,2,10,2
1.76,12,5.9,1,2,11.3,1
0.01,16,2.8,0,3,5.7,2
22.83,1,1.5,0,3,7.4,1
2.76,12,2.1,1,0,7.9,1
1.71,1,1.2,1,3,2.7,1
1.2,10,4.1,1,0,14.6,1
3.35,14,5.6,1,1,2.9,2
2.72,8,1.2,2,0,12.5,2
22.91,18,1.4,1,1,9.9,2
23.87,3,4.6,1,3,12.2,1
23.49,16,7.6,1,0,1.8,2
2.46,14,2,0,3,1.4,2
22.2,6,5.7,0,0,8.3,1
1.41,12,5.6,3,3,1.1,2
2.57,7,3.1,0,0,3.5,1
3.25,0,1.5,1,3,12.5,2
0.05,8,5.3,1,2,5,1
2.92,17,4.1,2,3,11.3,1
22.66,16,3.2,1,0,3.9,1
3.07,16,6.5,2,1,14.9,2
22.76,7,3.8,0,1,9.8,1
0.38,2,5.3,2,0,7.3,1
2.78,10,2.8,3,0,2.2,1
22.9,1,1.5,0,0,7.2,1
23.37,1,2.1,0,2,8.3,1
2.33,15,3.6,2,0,7.6,1
2.31,16,6.1,2,2,4.6,1
1.84,8,5.1,1,1,4.2,2
2.16,0,3.6,2,2,12.5,1
1.25,11,4.3,1,0,14,1
23.51,5,5.1,1,2,12.9,1
0.07,10,2.2,3,1,3.8,1
23.09,5,2.9,2,3,4.6,2
3.44,19,2.9,2,2,6.7,2
1.49,4,1.7,3,2,9.1,1
0.4,12,2.4,3,3,2.6,1
0.77,0,4.9,0,3,5.3,1
3.67,15,2.6,0,3,9.9,2
22.92,18,5.1,1,2,2.8,2
1.51,10,1.2,3,0,5.9,2
1.03,1,2.2,1,3,8.3,1
1.66,0,5.3,3,2,5.4,1
22.11,12,5.1,0,2,10.8,1
3.22,16,2.9,3,2,1,2
3.58,13,5.4,1,3,12.9,2
1.39,16,2.2,0,0,10.2,1
2.17,9,6.7,3,0,13.3,1
3.53,16,2.8,1,3,11.6,1
2.24,12,4.3,0,1,1.2,1
22.91,5,7.6,0,3,13.9,1
1.45,3,5,2,0,14,1
1.63,3,6.3,1,0,2.6,2
0.54,13,6.2,2,2,4.7,1
2.41,3,3.7,2,2,10.5,1
3.6,4,1.7,2,0,7.9,1
3.54,13,3.4,1,2,6.1,1
0.7,14,1.2,3,3,8.1,2
22.68,7,2.8,2,1,7.3,1
3.9,10,1.3,0,0,13.7,1
3.02,6,3.9,0,1,5.3,1
22.75,12,1.1,1,0,11.8,2
3.52,13,6.3,2,2,12.2,1
3.21,8,7.7,3,1,1.3,1
1.11,14,1.2,2,3,2.1,1
1.54,7,5,3,1,5.1,1
0.39,1,2.9,2,0,11,2
22.33,11,4.7,0,1,3,2
0.01,15,7.6,0,1,5.8,2
2.81,7,6.4,2,3,10.9,1
22.03,0,6.2,1,1,10.5,1
24,16,3.1,3,0,9.7,2
0.39,18,6.6,2,2,2.6,1
1.22,19,1.7,1,1,6.4,1
3.51,12,6,3,0,11.5,2
0.07,14,3.8,2,3,8.3,1
0.08,12,4.1,0,1,3.3,1
2.42,2,4.4,1,2,10.1,1
0.71,15,6.4,0,3,8.8,2
23.35,8,3.2,2,3,2.9,2
0.71,18,3.3,0,0,10.4,1
22.84,7,4.6,3,1,9.1,1
23.06,7,2.9,2,2,3.9,2
0.99,13,4.1,0,3,8.2,1
0.51,18,5.6,0,2,3.4,2
3.48,12,7.9,2,0,4.3,1
0.17,2,2.8,3,1,5,1
1.48,4,2.8,0,3,7,1
1.79,7,3.8,3,3,5.5,2
22.08,5,5.6,2,0,10.9,1
1.97,4,7.5,0,2,5.5,2
23.07,11,7.6,1,2,6.4,1
3.76,5,3.4,1,2,1.2,1
22.89,7,3.9,0,3,5.5,1
0.48,6,4.1,3,2,10.4,2
22.51,13,3.4,0,3,5.1,1
3.97,8,3.2,3,2,2.7,2
1.01,16,1.5,2,2,7.7,1
1.57,18,4.8,1,3,9.7,2
22.4,5,5.6,3,0,1.5,1
2.49,18,7.9,3,0,5.8,2
23.26,17,5.3,1,3,11.8,1
3.38,0,5.3,0,3,12.1,1
23.23,4,3.6,2,0,6.6,2
23.14,12,1.4,2,0,2.5,1
22.22,10,5.3,2,1,13.4,2
0.83,8,1.9,2,0,13.8,2
1.38,9,6.2,1,2,13.7,1
22.39,19,6.3,1,3,8.6,1
2.65,18,1.7,3,1,8.6,1
0.72,1,2.9,0,1,6.1,1
1.14,7,6.7,0,3,9.2,1
0.64,17,7.7,2,1,6.4,2
0.4,17,6.1,2,3,7.2,2
1.35,1,3.8,1,1,1,1
22.93,14,6.8,0,3,5.1,1
23.09,16,3.1,1,0,3.5,2
3.16,14,7.1,2,1,9.7,1
3.67,19,1.3,2,2,12.6,1
0.24,14,8,3,2,2.8,2
23.62,12,1.8,1,0,5,1
1.86,17,7.4,3,2,14.2,1
0.45,14,7,0,1,1.6,1
22.15,17,3.1,2,3,12.5,2
22.94,18,4.2,3,0,12.9,1
2.29,17,2.5,1,1,5.6,1
1.95,14,4.4,0,3,10.2,1
22.16,9,2.3,0,0,2.6,1
23.33,15,3,1,0,9.6,2
23.38,8,1.3,0,3,4.2,2
2.02,1,4.9,1,0,14.5,2
22.12,12,6.1,0,0,2.5,1
22.62,0,2.4,2,3,7.7,2
2.79,7,5.3,2,1,11.3,2
23.07,5,1.3,2,1,9.2,1
1.91,18,1.6,2,3,1.7,1
23.43,18,4.8,2,1,13,2
22.6,1,1.4,0,2,12.6,2
23.46,17,4.2,0,3,6.7,1
2.33,17,1.4,1,3,11.7,2
3.13,14,3.4,2,3,5.1,1
2.97,15,7.2,1,3,5.3,2
0.38,12,6.2,0,1,14.3,2
2,4,3.9,1,3,4.6,1
23.23,17,3.5,1,0,9.4,2
23.76,4,3.6,0,3,5.1,1
3.37,15,1.9,1,0,1.2,2
22.08,5,3.7,3,0,6.1,1
22.51,6,5.1,2,1,2.1,2
23.25,0,6.9,1,0,7.6,2
22.16,7,5.8,3,3,2.2,1
23.09,6,5.5,3,0,7,1
1.49,6,1.5,1,1,9.7,1
0.52,6,2,3,3,12.4,1
3.35,0,1.7,2,3,11.8,2
2.9,11,2.3,3,3,7.7,1
0.05,10,6.4,3,0,14.4,2
23.55,15,5.3,1,1,4.5,1
0.27,0,4.1,3,1,5.3,1
1.54,5,1.1,3,2,11.8,1
23.61,4,5.7,3,0,2.1,2
1.74,11,4.8,0,2,6.6,2
0.45,16,1.6,3,3,8.9,1
1.31,12,5.9,2,2,13.9,1
0.61,4,2.9,2,3,10.6,2
23.76,14,4.4,1,2,2,1
3.68,1,3.2,3,2,10.1,2
2.57,1,3.3,0,3,12.7,1
22.84,19,1.4,2,3,3.3,2
3.2,15,1.3,3,3,10.2,1
0.92,11,6.4,1,3,10.7,1
3.36,3,1,1,3,6.3,1
2.79,8,3,1,2,13,1
0.55,11,7.7,1,3,4.8,2
22.13,1,6.6,0,0,1.1,2
23.61,7,4.6,3,0,14.4,1
1.24,13,6.2,0,2,9.4,2
1.79,10,7.6,3,2,10.4,2
23.54,7,7.6,3,3,12.6,1
22.83,8,4.1,0,2,4.7,1
3,6,3.3,3,0,8.5,1
3.9,13,6.2,1,1,13,1
1.15,6,3.9,0,1,13.4,1
23.03,9,2.1,0,1,11.6,1
23.63,6,2.4,1,1,6.7,2
22.11,14,4.8,0,3,10.8,2
3.48,17,4.6,2,3,8.9,1
22.71,12,4.2,0,2,9.5,2
1.45,3,3.6,3,0,11.3,1
23.64,11,3.3,3,2,10.3,2
1.32,19,2.3,3,1,4.6,1
1.9,17,5.8,0,3,7,1
2.97,6,4.5,3,0,14,1
23.24,3,3.6,0,3,8.4,1
22.07,7,6.4,2,2,13.3,2
22.82,19,5.4,2,2,3,2
3.39,17,6.3,2,0,3.7,1
3.23,5,5.5,2,2,6.2,1
1.58,8,5.4,2,0,5.9,1
1.6,11,3.9,2,2,13.9,2
1.98,8,3,1,2,13.8,2
23.05,14,2.6,0,2,9.1,1
3.48,12,7.3,2,1,3.8,1
0.51,2,2.4,1,2,14.3,2
0.29,2,5.7,3,0,11.7,1
1.11,18,2.3,2,0,12.8,1
22.28,12,7.6,1,2,1.6,2
23,11,2.4,2,3,5,1
2.42,5,7,1,0,2.4,2
22.5,17,7.5,3,0,1.7,1
1.61,8,2.4,0,3,1.4,1
23.47,16,7.2,3,3,13,1
0.33,11,1.8,0,0,11,2
23.73,16,5.9,2,3,12.6,1
0.13,14,4.5,2,2,12.7,2
2.31,1,7.7,3,2,2,2
23.78,3,4.4,2,1,7.7,1
1.39,8,1.5,1,3,5.1,2
0.85,11,1.9,0,0,14.4,1
1.98,1,3.3,0,3,14.1,1
3.61,3,4.3,2,3,9.7,1
2.39,11,7.7,1,1,14.9,1
23.29,1,4.4,3,0,7.7,1
22.19,5,7.5,1,1,3.8,1
23.57,6,7.4,2,1,13.2,1
1.56,17,2.2,3,2,13.2,2
22.31,4,7.4,0,0,10.4,1
0.97,9,2.8,0,1,1.5,1
1.58,17,6.9,1,2,6.5,1
0,10,7.8,1,0,13.9,2
2.62,16,1.5,3,1,5.1,2
22.64,10,5.8,1,2,13.6,1
22.45,4,4,2,3,1.1,2
2.36,5,4.2,2,3,6.9,2
0.97,13,4.9,2,0,4.5,1
2.12,15,7.6,3,2,7.3,1
0.6,13,5.4,2,3,2.2,1
23.48,0,7.9,2,0,4.8,2
2.91,4,7.8,3,2,7.1,2
2.79,4,7,1,3,1.6,1
2.16,7,5.9,2,1,11.4,1
23.63,13,2.6,1,0,5.9,2
1.54,7,5,1,2,9.9,1
0.16,8,2.6,1,1,4.3,2
22.55,19,7.7,2,3,1.1,1
3.49,2,7.7,2,0,4.5,2
22.82,9,3.3,2,3,14.7,2
3.69,15,1.3,1,0,1.5,1
0.67,10,6.8,2,0,12.9,1
23.11,1,3.5,0,1,4.4,1
1.25,0,3.2,0,2,4.4,1
3.23,9,5.1,2,0,12.5,2
2.39,5,1,0,1,9.3,1
2.83,7,3.6,0,2,2.6,2
1.95,5,3.9,1,3,1.1,2
2.15,1,7.8,0,0,1.2,1
3.09,7,2.1,2,3,7.6,2
23.5,2,2.1,3,1,8.6,1
0.93,11,5.3,1,2,13.7,1
23.33,5,1.5,3,1,8.1,1
3.92,18,5.3,1,3,9.2,1
3.65,6,3.9,0,3,14.6,1
22.24,12,1,1,3,2.8,1
2.23,3,4.1,0,0,5.5,1
3.54,13,6.2,1,3,1.4,1
23.08,3,1.9,3,1,7.9,2
1.4,17,2.3,0,1,14.4,2
3.48,6,2.6,2,3,1.9,2
22.2,12,3.7,1,3,12.1,1
2.18,2,7.6,3,0,5.9,1
23.78,16,1.5,1,2,12.6,1
3.54,0,6.8,1,2,5.1,1
3.82,10,6.6,1,1,13.6,2
3.66,18,4.3,0,1,12.6,2
0.84,6,2,0,0,1.8,2
3.16,13,5.3,1,3,3.6,1
3.06,6,6.1,0,2,6.9,2
23.91,10,2.1,3,0,5.3,1
2.97,18,5.9,2,2,3.6,1
22.22,15,7.4,0,0,14.6,2
1.57,16,2.3,0,3,10.3,2
23.38,13,1.9,0,1,7.8,1
22.72,14,5.7,0,0,8.8,1
22.46,17,4.4,0,3,9,1
2.17,11,7,3,1,2.2,1
0.04,12,4.6,0,3,14.5,1
2.34,3,6.7,3,0,14.5,2
22.39,9,3.8,2,1,10.9,1
23.89,8,2.4,2,2,14.2,2
1.23,11,3.6,0,0,9.9,1
2.74,3,3.5,1,3,9.8,2
23.91,5,3.1,0,1,6.8,1
1.75,13,2.6,0,1,11.4,2
3.31,3,3.7,1,0,12.5,2
1.69,9,7.8,0,1,11.6,1
23.4,4,4.4,0,0,4.7,1
22.15,6,2,0,1,14,2
3.21,6,2.6,3,2,3.5,2
22.13,9,3.5,3,2,1.1,2
3.24,19,2.3,2,1,6.4,2
1.17,12,6.2,0,1,12.8,1
3.63,14,6.5,0,3,14.4,1
2.78,4,6.6,3,0,2.1,1
3.98,15,7.4,0,0,3.7,1
0.1,5,7,0,2,4.5,2
2.6,3,5.1,2,2,5.8,2
0.41,5,4.5,2,3,10.1,2
0.87,15,6.6,2,3,2.7,1
1.76,18,7.8,2,0,11.6,1
3.23,5,1.2,3,3,6.3,1
3.89,10,3.5,0,3,1,1
2.6,13,5.7,1,2,8.5,1
0.5,14,3.5,1,0,2.7,1
0.52,0,6.3,1,3,10.6,1
2.42,3,6.5,0,2,14.2,1
23.43,6,5.8,3,0,10.3,2
22.66,9,2.1,2,3,12.1,1
0.12,0,7.5,1,3,10.4,1
23.72,13,3.3,2,3,13,1
23.77,5,7.8,0,3,1.9,1
23.4,13,3.5,0,0,2.1,1
22.25,18,2.1,3,2,1.9,2
22.11,5,3,1,0,1.2,1
3.92,19,6.7,1,2,2.7,2
0.56,19,3.2,2,3,5.7,1
0.3,5,5.2,1,3,9.6,1
2.07,10,5.9,1,1,4,1
23.31,10,3.1,0,1,11.8,1
3.69,16,5.6,0,0,6.8,1
2.71,19,2.1,0,3,3.2,1
22.54,8,5.4,3,3,5.5,2
0.5,13,5.6,1,2,13.5,2
3.27,5,1.2,2,1,7.7,1
3.66,3,3.1,1,0,3.2,1
0.8,6,1,1,3,8.5,1
1.67,9,6.5,1,1,9.1,1
23,6,4.1,3,1,2.7,2
3.94,4,4,0,3,13.2,1
23.39,3,4.2,3,3,8.1,1
3.65,14,3.8,1,2,10.3,2
1.89,3,2.2,1,2,14.4,1
1.64,14,5.6,3,0,9.2,1
1.07,6,7.4,0,0,11.7,2
23.38,5,7.9,3,1,2.8,2
23.06,3,6.6,2,1,2.5,1
23.32,18,3.7,2,1,2.5,1
23.12,1,4.9,2,0,5,1
2.67,14,1.1,0,1,15,1
0.1,19,3.5,0,1,6.3,2
22.35,1,5.7,0,1,10.2,1
3.8,12,7.3,1,2,3.8,2
3.29,13,1.8,2,0,7,1
3.56,8,1.6,0,0,3.6,1
3.96,15,2.1,0,0,3.3,1
23.04,8,2,3,2,7.6,2
0.37,16,6.5,3,3,7.7,1
2.54,2,6,1,3,12.4,1
2.17,4,7.3,3,3,5.5,2
22.92,11,3.1,2,2,14.7,2
2.89,4,5.8,3,1,11,1
23.34,13,3.6,0,0,4.5,1
23.34,16,2,2,1,3.2,2
1.22,4,6.5,1,0,8.6,1
1.55,12,5.4,3,2,9.2,2
1.47,14,5.9,2,2,7.2,2
22.55,16,2.1,3,2,5.6,2
3.26,9,5.5,3,2,13.2,1
23.59,15,3.2,0,2,9.3,1
22.78,15,2.8,2,3,11.5,2
3.32,16,5.5,0,3,4.6,1
3.72,6,1.2,2,3,11.5,2
3.16,10,7.3,0,0,3,1
2.85,13,2.1,3,1,6.4,2
1.92,11,3.9,1,2,12.7,1
1.3,8,4.8,3,3,13,2
22.52,6,6.8,3,0,3.8,2
0.45,13,2.6,2,1,11.6,1
0.23,15,7.5,1,1,2.4,1
23.56,9,3.1,2,0,11.2,1
2.33,4,4.8,3,3,9.2,1
0.97,18,2.2,2,0,11.3,1
22.49,6,5.4,1,0,5.5,1
23.32,7,2.1,2,1,1.9,2
2.09,9,1.6,1,1,12.3,1
22.46,2,4.4,3,2,12.2,1
3.1,13,5.9,1,3,4,1
0.97,19,2.3,3,1,14.9,2
0.88,2,1.4,0,1,10.4,2
1.55,14,1.3,3,0,3.8,1
2.94,9,1,0,0,12,2
0.08,6,2.6,0,1,1.4,1
2.06,18,7.1,3,0,13.3,1
1.39,9,4.2,3,1,7.4,1
23.6,13,7.5,1,3,4,1
3.26,7,2.7,0,1,13.2,2
2.78,19,7.9,0,0,11.3,2
1.94,0,6.8,1,0,7.9,2
3.09,5,6.5,3,1,12.9,1
3.2,14,5.2,3,0,10.2,1
2.24,4,2.4,3,2,7.8,2
3.01,13,7.7,3,2,2.9,1
2.18,8,6.7,3,3,8.4,2
2.07,5,6.8,0,3,1.9,1
1.71,0,7.2,3,0,6.1,2
2.51,18,2.8,0,2,14.6,1
22.95,14,7.1,2,0,10.3,1
3.28,1,4.4,2,3,9.7,1
3.22,18,5.6,0,3,1.7,1
22.18,16,7.7,3,3,1.3,1
2.95,10,7.3,1,1,2,2
22.77,17,2.7,2,3,11.9,2
0.01,13,6.1,2,2,6.1,2
2.45,18,6.8,1,0,13.7,1
22.96,8,4.1,2,1,7.5,2
2.9,10,1.7,3,3,9.1,1
2.98,10,3.2,3,1,12.5,1
1.04,3,6.1,3,1,2.2,1
22.04,17,5.1,0,0,9.2,1
23.72,11,6.4,1,1,8.4,2
1.7,8,7.3,3,2,2.9,2
3.88,4,3.3,3,1,11.3,2
1.78,0,5.8,2,2,7.2,1
23.56,8,1.7,0,3,14.9,1
1.8,6,5.7,0,2,2.8,1
1.23,0,1.3,1,3,10.8,1
2.67,19,2.8,1,2,9.5,1
22.64,16,4.1,2,0,12.9,1
2.56,2,6.9,3,1,11.3,1
1.24,0,2,3,2,7.2,1
3.77,12,6.5,0,1,11.3,1
0.05,19,5,3,2,3.1,2
1.79,19,4.2,2,1,14.6,1
3.58,11,5.5,1,2,5.5,1
22.61,16,3.4,2,2,10.2,1
3.61,7,8,1,3,8.2,1
2.12,14,1.8,2,2,9.9,1
22.41,16,2,3,1,8.5,2
23.8,1,7.2,2,0,12.2,1
2.24,9,2.5,0,1,4.9,2
22.4,0,1.4,0,1,8,1
1.49,12,7.2,0,2,10.7,2
0.07,11,1.4,3,2,14.5,1
1.72,14,7,2,0,5.8,1
22.27,9,4.7,0,0,9.1,1
3.22,1,4.7,3,1,8.4,2
3.83,14,1.9,0,3,3.6,2
3.8,19,5.4,3,3,6.6,1
2.49,9,3.6,0,0,12.2,1
22.78,1,3.5,0,2,7.4,2
2.54,12,5.9,0,2,4.4,2
22.15,9,7.1,0,1,13,2
22.13,16,6.1,2,1,3.1,2
23.94,15,5.8,1,3,11.7,1
0.93,14,7.2,1,3,5.6,1
2.61,11,7.3,3,2,14.7,1
2.09,8,6.2,1,1,8.3,1
0.67,11,6.7,1,2,10.5,1
23.64,11,2.7,0,0,2.1,1
3.97,18,5.8,2,1,13.1,1
0.55,16,4.4,3,0,3.3,1
0.7,15,6.9,0,1,7,2
22.98,9,7.7,2,1,13,2
2.76,9,2.9,0,0,5.9,2
2.16,19,5.7,0,2,14.3,2
23.32,1,7,0,0,13.6,2
22.49,19,5.8,1,1,12.2,1
2.08,0,5.8,0,1,2.7,2
1.92,15,6.7,3,3,13.5,1
23.64,9,5.9,3,1,9.8,1
3.7,14,6.8,0,0,9.4,1
22.9,14,7.9,0,1,6.6,1
0.59,5,4.8,3,1,6.5,2
3.65,16,5.7,2,1,1.2,1
0.51,12,5.3,0,3,8.3,1
1.82,0,3,1,0,5,2
0.38,17,6.8,2,0,9.5,2
23.64,1,3.7,3,2,10.6,1
3.89,2,7.7,3,2,8.1,2
0.45,10,6.8,0,1,10.7,2
3.36,0,2.1,2,3,6.5,1
23.38,5,1.4,2,2,2.4,1
23.28,15,2,1,0,12.9,1
22.19,14,6.5,0,1,11.2,2
1.9,8,6.1,0,1,13.1,2
0.21,11,5.2,0,0,5.6,1
3.18,9,2.3,2,1,10.7,1
0.83,6,4.1,2,3,9.5,1
3.8,9,4.7,0,2,8,1
23.11,6,7.8,0,1,6.8,1
3.2,5,2.5,1,1,13.8,1
2.65,12,3.5,0,2,12.6,1
2.62,10,5.5,1,0,10.1,1
3.06,7,2.5,2,1,3.6,1
2.56,4,2.3,2,2,9.7,1
1.75,2,4.1,0,1,5.9,1
22.79,3,4.6,2,1,9.3,1
22.19,3,5.8,3,0,4.7,1
3.52,8,6.3,2,3,5.6,1
1.69,0,7.1,1,1,7.9,1
2.77,14,3.4,2,0,9.5,1
0.88,12,4.5,1,1,8.5,1
22.7,4,7,2,0,10.2,2
22.75,17,4.2,2,3,3.5,1
2.11,4,2,3,2,4.8,1
0.58,10,4,0,3,14.5,2
23.2,2,6.4,1,2,2.2,2
0.94,3,4.3,3,0,3.4,2
22.38,6,2.7,1,1,7.9,2
1.49,3,7.6,1,1,10.1,2
23.61,2,3.1,0,3,11.6,1
2.78,9,4.6,3,0,10.6,1
23.86,19,3.5,3,2,5.6,1
0.73,10,3.9,1,1,7.2,1
22.07,17,5.5,3,0,2.1,1
22.43,0,4.4,3,2,9.1,2
0.35,8,1.7,3,1,13.8,1
0.87,16,4.6,2,3,13.1,1
1.59,11,3.1,3,0,2.9,1
23.75,0,5.4,3,2,7.5,1
2.16,6,2.3,0,1,8.2,2
3.15,13,5.1,0,1,11.6,1
2.67,8,4.2,0,3,10.6,2
22.24,11,6.7,1,1,3.1,1
0.88,7,3.4,1,1,12.4,1
22.63,6,1.7,3,0,11.1,1
23.45,13,1.6,3,0,12.3,2
3.91,1,4.2,0,1,12.7,1
22.85,1,4.6,1,2,6.6,1
0.99,19,3.6,1,2,11.2,2
1.7,16,6.5,2,3,13.4,1
2.21,9,5.7,3,2,3.1,2
1.35,4,5,3,2,8.5,2
22.06,0,5.3,1,1,13.8,1
23.96,4,6.3,2,3,8.9,1
1.1,3,5.3,3,0,4.4,1
22.53,11,2.6,3,2,10.5,1
0.1,13,3.8,3,0,9.2,1
22.2,10,2,1,1,12.6,1
22.47,3,7.1,2,0,4.6,1
0.38,8,2.5,0,0,8.8,1
22.79,2,5.2,1,3,13.6,1
1.4,2,1.4,2,0,8.7,1
2.13,2,3.2,1,2,7.6,1
2.8,6,7.3,0,3,2.2,2
23.2,0,6.6,1,1,4.4,1
23,12,1.7,0,1,6.9,1
22.63,3,4.9,0,3,13.4,1
1.81,11,3.7,3,1,7.7,2
2.23,7,1.9,3,1,14.3,1
22.19,18,6.7,1,3,7.4,2
3.61,5,7.1,2,0,6.9,1
22.31,9,4.5,1,3,7.6,1
1.24,12,2.3,3,2,5.4,1
2.25,2,3.9,2,0,6.4,2
3.22,8,1.2,1,2,11.8,1
2.28,9,5.9,1,1,7.9,1
2.8,12,7.3,1,0,13.6,1
0.03,15,1.1,1,0,4.6,2
2.88,7,5.6,2,1,3.1,1
22.48,10,1.6,2,2,4.4,1
3.36,1,2.6,2,1,10.8,1
1.28,18,4.7,2,1,1.3,2
2.9,1,3.2,3,1,3.4,2
0.71,5,1,1,2,10.7,1
1.86,15,7.9,3,3,7.8,2
1.15,15,2.2,0,1,8.9,1
2.38,6,4.7,3,0,8.7,1
22.49,10,4.6,2,3,11.4,2
22.36,15,7.6,2,1,1.5,1
23.48,5,6.4,1,3,6.4,1
22.96,4,4.9,0,3,6,1
3.22,8,6.2,1,0,3.4,1
23.31,2,6.9,2,2,4.8,1
3.85,7,3.3,0,1,13.5,1
0.02,7,1.8,3,2,10.9,1
23.09,16,6.7,2,0,10.7,1
2.73,5,2.3,3,3,7.9,1
1.95,11,3.4,0,1,5.6,1
0.98,5,7.2,1,0,4.8,1
1.33,14,5.7,1,0,2.2,1
2.31,10,1.6,3,1,2.5,1
23.37,9,2.7,2,2,5.2,2
3.97,1,2.1,1,2,8.6,2
3.84,5,1.2,2,0,8.3,1
1.9,18,2.5,2,2,2.3,1
23.2,16,5.5,3,0,14.6,2
2.07,8,1.1,0,1,3.2,1
22.43,1,7.7,3,2,9.2,2
22.18,3,2.6,1,2,14.5,1
23.54,8,3,3,2,14.3,1
0.77,7,1.2,2,3,3.8,1
3.2,3,1.5,1,2,7.9,1
2.36,0,8,3,1,1.8,1
2.45,10,3.3,0,2,14.8,1
0.55,10,5.8,1,1,12.3,1
0.07,6,6.3,2,1,1.6,1
0.22,17,4.5,0,3,14.1,1
3.92,7,4.2,3,0,5.2,1
22.24,14,3.4,2,0,14.4,2
3.19,9,5.9,2,0,10.7,1
1.47,13,4.7,3,2,12.7,2
0.63,1,4,1,2,9.1,2
2.34,9,2.1,2,0,5.9,1
0.92,18,5.7,1,2,3,2
3.23,14,4.1,0,3,13.8,1
3.4,19,1.7,0,1,3.4,1
0.53,1,3.4,0,2,11,1
23.66,16,1.3,0,1,13,1
1.55,2,1.9,0,0,12.5,1
3.47,3,8,1,2,9.4,1
23.26,4,6.5,0,1,1.6,1
1.73,11,7.9,1,0,10.3,2
1.78,18,7.6,3,3,13.3,2
2.39,11,7.7,1,2,10.1,1
22.79,4,4.4,1,1,11.5,2
2.29,14,5.7,2,2,3.3,2
3.45,17,1.1,2,2,14.3,2
23.08,18,3.7,3,3,6.7,2
23.42,2,5.7,2,3,7.9,1
3.82,1,2.1,2,3,10.4,1
23.08,10,7.3,0,2,2.5,2
3.12,13,1.8,0,1,5.8,1
0.95,4,6.9,3,0,4.8,1
23.48,12,5.3,3,2,6.4,1
3.22,7,7,0,2,14.4,1
0.67,5,2.6,2,2,6.5,1
1.08,11,5.5,2,3,11.6,1
0.15,6,2.6,1,2,11.7,2
1.55,10,2.8,3,3,11.3,1
22.98,7,1.8,0,2,4.3,1
0.34,8,7,3,1,14.7,1
3.81,3,6.6,0,3,1.3,1
23.55,4,3,0,1,3.4,1
1.93,3,2.3,1,2,2.1,1
23.95,11,6.6,0,1,10.2,1
2.63,17,4.2,2,3,5.1,1
22.78,14,3.3,0,1,1.8,1
3.81,7,5.8,2,0,5.9,1
0.72,10,3.7,1,2,11.8,1
23.41,13,6.1,0,2,4.1,1
22.44,6,2.5,1,3,12.5,1
23.02,15,5,2,1,3,1
1.11,7,7.1,3,1,12.1,1
0.02,10,6.7,0,3,7.4,1
2.97,0,7.6,3,3,13.6,1
0.58,16,1.1,1,1,10.1,1
23.49,6,7.5,3,0,12.9,1
1.7,17,2.7,3,2,8.3,2
2.23,11,7.6,0,2,9.6,1
23,19,2.8,1,1,13.2,2
23,4,2.3,3,2,13.1,1
22.22,5,5.4,0,1,11.5,1
2.41,1,6.1,2,0,6.7,1
1.98,11,7.7,2,3,12.8,1
0.84,10,3.1,1,0,8.3,1
3.06,3,4.2,3,2,14.1,1
2.83,6,5.2,3,2,6.2,2
1.51,4,6.8,3,0,9.4,1
3.2,10,6.5,3,1,6.6,2
23.23,15,7.6,2,2,13.6,2
22.67,9,4.8,0,0,11.3,2
23.62,8,6.8,3,1,6.2,1
22.34,5,6.6,3,3,12.4,1
1.18,12,2.4,0,3,11.9,1
3.61,3,3.4,1,2,13.1,2
22.24,10,2.4,0,1,4.9,1
22.73,10,1.3,3,0,12.2,1
